College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City,State,Country,College Type,Average Fees,Matched Courses
SIES Graduate School of Technology,Co-Ed,,1743.0,84.0,2002.0,2.8,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,498000.0000000001,"['Electronics Engineering', 'Computer Science and Engineering', 'Information Technology', 'Mechanical Engineering', 'Printing Technology']"
Alard College of Engineering and Management,Co-Ed,,609.0,71.0,2009.0,2.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,260000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Computer Engineering']"
"NBN Sinhgad Technical Institutes Campus, Pune",Co-Ed,17 Acres,1810.0,128.0,2011.0,3.2,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750.0,"['Computer Science and Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering']"
Padmabhooshan Vasantraodada Patil Institute of Technology,Co-Ed,36 Acres,1099.0,181.0,1983.0,2.9,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Guest Room",Sangli,Maharashtra,India,Private,201865.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Petro Chemical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Instrumentation Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Electrical Engineering', 'Electronics Engineering', 'Structural Engineering', 'Information Technology', 'Civil Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Petro Chemical Engineering', 'Electronics and Computer Engineering']"
Padmabhooshan Vasantdada Patil Institute of Technology,Co-Ed,9 Acres,1986.0,130.0,2006.0,2.9,"Savitribai Phule Pune University, Pune","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Pune,Maharashtra,India,Private,307083.3333333333,"['Civil Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Computer Engineering', 'Mechanical Engineering']"
Anjuman-I-Islam's Kalsekar Technical Campus,Co-Ed,11 Acres,2440.0,78.0,2011.0,2.8,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,287266.6666666667,"['Mechanical Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
Tatyasaheb Kore Institute of Engineering and Technology,Co-Ed,30 Acres,2160.0,134.0,1983.0,3.0,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Laboratories, Swimming Pool, Alumni Associations",Kolhapur,Maharashtra,India,Private,281538.4615384616,"['Computer Science and Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electronics Engineering', 'Petro Chemical Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Petro Chemical Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics and Computer Engineering', 'Mechanical Engineering', 'Electronics and Computer Engineering']"
"K.D.K. College of Engineering, Nagpur",Co-Ed,,2708.0,80.0,1984.0,3.0,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Nagpur,Maharashtra,India,Private,282222.22222222225,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Computer Science and Technology', 'Electronics and Computer Engineering', 'Information Technology', 'Mechanical Engineering', 'Structural Engineering']"
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Co-Ed,,1975.0,69.0,1999.0,2.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Pune,Maharashtra,India,Private,323777.7777777777,"['Electronics Engineering', 'Computer Science and Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Instrumentation Engineering']"
Premlila Vithaldas Polytechnic,Female,,795.0,33.0,1976.0,2.4,"SNDT Womens University, Mumbai","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Mumbai,Maharashtra,India,Public/Government,47173.333333333336,"['Electronics Engineering', 'Food Technology']"
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Co-Ed,,714.0,61.0,2014.0,2.8,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Swimming Pool, Guest Room",Panvel,Maharashtra,India,Private,230666.66666666663,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering']"
Trinity College of Engineering and Research,Co-Ed,110 Acres,1441.0,63.0,2008.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room",Yewalewadi,Maharashtra,India,Private,272785.71428571426,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Structural Engineering', 'Civil Engineering', 'Mechanical Engineering']"
Sandip Institute of Technology and Research Center,Co-Ed,225 Acres,2382.0,137.0,2008.0,2.7,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Mahiravni,Maharashtra,India,Private,324200.0,"['Computer Science and Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Computer Science and Engineering', 'Electronics Engineering']"
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Co-Ed,,2363.0,169.0,2004.0,2.9,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,336363.63636363635,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Computer Science and Engineering']"
Amrutvahini College of Engineering,Co-Ed,25 Acres,3469.0,204.0,1983.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Sangamner,Maharashtra,India,Private,265400.0,"['Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Information Technology', 'Electrical Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Production Engineering', 'Information Technology', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Mechanical Engineering']"
"Vidyavardhini's College of Engineering and Technology, Vasai",Co-Ed,12 Acres,1809.0,65.0,1994.0,3.4,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1428571429,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Information Technology', 'Instrumentation Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
GH Raisoni Institute of Engineering and Technology,Co-Ed,5 Acres,1366.0,29.0,2007.0,3.3,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Pune,Maharashtra,India,Private,326909.0909090909,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering']"
"D.Y. Patil College of Engineering and Technology, Kolhapur",Co-Ed,,2539.0,169.0,1984.0,3.8,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kolhapur,Maharashtra,India,Private,316083.3333333333,"['Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Petro Chemical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Production Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology,Co-Ed,29 Acres,1911.0,72.0,2000.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room",Baramati,Maharashtra,India,Private,193027.2727272728,"['Electronics Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Structural Engineering']"
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Co-Ed,5 Acres,2186.0,66.0,2006.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,323750.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Structural Engineering', 'Electronics Engineering']"
Sipna College of Engineering and Technology,Co-Ed,,2618.0,85.0,1999.0,3.1,"Sant Gadge Baba Amravati University, Amravati","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Amravati,Maharashtra,India,Private,260500.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Information Technology', 'Civil Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Information Technology']"
Mahatma Gandhi Mission's College of Engineering and Technology,Co-Ed,5 Acres,2685.0,165.0,1986.0,2.9,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Navi Mumbai,Maharashtra,India,Private,232062.5,"['Computer Science and Engineering', 'Electronics Engineering', 'Petro Chemical Engineering', 'Civil Engineering', 'Civil Engineering', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering', 'Bio Medical Engineering', 'Bio Technology', 'Bio Medical Engineering', 'Petro Chemical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Structural Engineering']"
"R. C. Patel Institute of Technology, Shirpur",Co-Ed,22 Acres,2161.0,115.0,2001.0,3.3,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations, Parking Facility, Guest Room",Shirpur,Maharashtra,India,Private,416000.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Information Technology', 'Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
JSPMs Bhivarabai Sawant Institute of Technology and Research,Co-Ed,,1810.0,124.0,2009.0,3.0,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Pune,Maharashtra,India,Private,319222.22222222225,"['Computer Science and Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Computer Science and Engineering', 'Computer Engineering', 'Electrical Engineering']"
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Co-Ed,25 Acres,2594.0,103.0,1983.0,3.9,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Jalgaon,Maharashtra,India,Private,240636.36363636365,"['Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Petro Chemical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Petro Chemical Engineering', 'Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
